Soilcolor,Ph,K,P,N,Zn,S,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,WD10M,GWETTOP,CLOUD_AMT,WS2M_RANGE,PS,label,longitude,latitude,elevation,slope,aspect 
black,5.8,211.06,2.59,0.250293402,1.74,4.56,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Niger seed,39.702777777777776,9.038888888888888,1208,89.99867362820984,-57.7668520837213
black,5.85,163.0,3.0,0.2289,1.6,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Niger seed,39.775,8.244444444444444,2750,89.9832235964446,-161.565051177078
red,5.41,218.0,2.0,0.16,2.3,20.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Niger seed,37.94166666666666,9.980555555555554,1382,89.99887952390104,-122.34744349944204
brown,6.1,385.0,24.0,0.16,1.7,8.0,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Niger seed,37.93888888888889,9.169444444444444,2573,89.9938107605161,-153.434948822922
black,6.74,280.0,1.0,0.2289,1.2,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Niger seed,39.95,8.516666666666666,1826,89.99673506855821,-169.9579763644705
brown,5.17,141.63,2.58,0.2289,1.67,13.46,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Niger seed,38.91944444444445,9.241666666666664,2953,89.99711389636899,94.15964229371264
red,5.0,121.0,2.0,0.2289,0.5,19.0,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Niger seed,39.50277777777777,8.79722222222222,1464,89.99162632307824,-116.565051177078
red,5.4,298.0,9.0,0.1915,1.8,12.0,9.723333333,10.70333333,13.77333333,12.65666667,28.04,32.58,25.64333333,25.47333333,8.783333333,12.89,14.08666667,11.01,2.78,5.403333333,19.36333333,6.98,343.44,0.73,59.11,5.19,82.6,Pea,38.49722222222222,8.163888888888888,1851,89.94767019161272,-9.462322208025617
black,6.26,143.0,0.05,0.143060792,0.8,0.05,9.723333333,10.70333333,13.77333333,12.65666667,28.04,32.58,25.64333333,25.47333333,8.783333333,12.89,14.08666667,11.01,2.78,5.403333333,19.36333333,6.98,343.44,0.73,59.11,5.19,82.6,Pea,37.79722222222222,8.388888888888888,-32767,0.0,180.0
black,7.3,275.0,12.0,0.1242,3.4,17.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,37.30277777777778,9.91111111111111,1451,89.98674858628716,92.38594403038884
black,7.6,335.0,15.0,0.101,1.7,5.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,37.175,9.78611111111111,2487,89.9980469948372,75.79323388223963
black,8.0,239.0,9.0,0.069,2.5,5.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,37.525,8.033333333333331,-32767,0.0,180.0
black,6.9,315.0,24.0,0.0906,2.8,8.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,38.81111111111111,8.27222222222222,1708,89.9249736832022,135.0
black,8.3,682.0,1.0,0.0719,1.0,29.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Pea,37.89722222222222,9.78611111111111,1143,89.96644719576582,108.43494882292202
black,6.3,355.0,1.0,0.0669,1.6,6.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,38.30833333333333,9.377777777777776,2457,89.77492207876419,45.0
brown,6.4,425.0,3.0,0.178,2.6,8.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,38.11666666666667,9.888888888888888,1444,89.98617350235287,-55.619655276155136
black,6.7,659.0,78.0,0.156,3.1,9.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,38.013888888888886,8.67222222222222,2649,89.99701901625018,-123.5412476541228
black,7.3,586.0,15.0,0.1039,1.2,9.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,37.727777777777774,8.738888888888887,-32767,0.0,180.0
black,5.9,402.0,2.0,0.1237,1.8,8.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Pea,39.33888888888889,9.16111111111111,1696,89.99210370360001,150.25511870305778
black,7.87,425.0,3.0,0.09,1.8,6.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,37.23888888888889,9.06111111111111,1898,89.99692708699166,-96.09586154459582
black,6.1,214.01,2.0,0.167037589,1.79,3.09,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Pea,37.45,8.424999999999999,-32767,0.0,180.0
black,6.1,333.0,3.0,0.1177,1.5,11.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.46944444444444,9.26111111111111,3061,89.99849269141119,-151.73599585147608
black,6.1,326.0,3.0,0.1177,1.0,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.91666666666666,9.758333333333333,1240,89.9958923482118,-160.39591184917057
black,5.85,190.0,2.0,0.2289,2.6,10.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.26111111111111,9.16111111111111,2719,89.99597366303827,92.17474411461004
black,5.85,306.0,1.0,0.2289,1.2,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.33333333333333,8.838888888888889,-32767,0.0,180.0
black,5.85,430.0,2.0,0.2289,0.7,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.56111111111111,9.2,2168,89.99791530881004,29.419076151748385
black,5.85,289.0,2.0,0.2289,1.1,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.13611111111111,8.444444444444443,-32767,0.0,180.0
black,5.85,460.0,5.0,0.2289,1.6,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.93333333333333,9.93611111111111,1419,89.97426617266346,165.96375653207352
brown,6.4,214.0,3.0,0.1073,1.2,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.65,8.566666666666665,-32767,0.0,180.0
black,7.3,287.0,1.0,0.0709,1.7,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.13333333333333,8.26111111111111,2462,89.98701586913965,78.23171106797936
brown,6.1,216.0,6.0,0.1859,1.2,5.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.77777777777778,9.655555555555557,2741,89.99910267219295,-123.73486484250677
black,6.3,246.0,1.4,0.109118423,1.1,2.3,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.42777777777778,9.713888888888889,2192,89.99833918244097,46.0569977767849
brown,5.84,552.0,95.6,0.150259886,3.1,6.9,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.21666666666666,8.54722222222222,1754,89.98927586757803,147.3807569288072
red,5.84,78.0,1.5,0.150259886,1.3,4.7,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.74166666666667,8.966666666666665,975,89.94089135900944,-111.80140948635182
black,6.76,354.0,1.7,0.106543564,1.0,2.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.141666666666666,8.308333333333332,-32767,0.0,180.0
brown,6.2,185.0,2.0,0.0658,1.2,3.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.41111111111111,9.777777777777777,2570,89.99662686933408,-170.23822522495774
brown,7.1,259.0,2.0,0.0571,0.8,5.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,37.69166666666666,8.53611111111111,-32767,0.0,180.0
black,6.4,386.0,1.0,0.0807,0.9,5.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.65277777777778,9.677777777777775,2776,89.98517483092832,-62.24145939893998
black,5.9,466.0,3.0,0.1314,1.0,5.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.66666666666666,8.966666666666665,2348,89.99494809851701,0.9093804491991416
black,6.27,434.0,8.66,0.13,3.83,18.1,7.73,9.563333333,13.85333333,12.8,30.82666667,33.61666667,27.11,26.51,11.39,15.65666667,14.20666667,13.64333333,0.38,2.85,14.68666667,3.316666667,354.88,0.65,53.49,8.15,82.67,Pea,37.475,8.7,-32767,0.0,180.0
black,6.3,303.0,7.0,0.0732,1.2,7.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.65833333333333,8.64722222222222,-32767,0.0,180.0
black,7.9,261.0,3.0,0.0834,1.1,19.0,9.256666667,9.886666667,13.57,12.14666667,29.72333333,33.97333333,27.76666667,26.52,9.426666667,14.21333333,14.34666667,12.08666667,1.986666667,4.086666667,11.86666667,4.486666667,15.62,0.55,4.86,4.86,83.76,Pea,39.34722222222222,9.78611111111111,2708,89.96832698574984,5.710593137499642
black,6.1,466.0,17.0,0.1582,3.6,9.0,8.016666667,8.503333333,12.59333333,10.98666667,30.62333333,33.21666667,27.53333333,26.29,8.883333333,12.68666667,13.17,10.74666667,0.75,2.37,8.35,2.156666667,67.12,0.62,57.49,5.56,81.4,Pea,39.12222222222222,9.67222222222222,2596,89.97208237837916,142.12501634890182
black,6.95,640.0,7.0,0.09,1.2,7.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,39.17777777777778,8.313888888888888,1695,89.98010563291302,0.0
black,7.68,444.0,2.0,0.09,1.1,5.0,7.933333333,8.403333333,11.41333333,10.15,24.85,28.5,23.53333333,21.64666667,6.253333333,9.81,10.58666667,8.38,1.763333333,3.246666667,13.01333333,3.463333333,88.38,0.74,59.11,6.26,76.54,Pea,38.36944444444444,9.97222222222222,2470,89.97118157941185,-5.194428907734806
brown,5.4,299.0,4.0,0.1333,0.9,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.56666666666666,9.58611111111111,2368,89.9978372273152,152.04201287078368
red,5.8,245.0,8.0,0.195910715,1.6,6.0,7.586666667,8.136666667,11.43,10.15,26.32666667,28.97,24.37666667,22.67333333,7.513333333,11.38333333,11.81,10.08666667,0.91,2.266666667,11.76666667,2.96,88.31,0.63,59.11,6.01,77.15,Pea,39.54166666666666,9.144444444444444,2065,89.99767178951414,-174.12260739335687
black,5.85,347.0,2.0,0.2289,1.2,6.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.94444444444444,9.36111111111111,1022,89.9883380282531,-8.426969021480673
brown,5.8,260.0,9.0,0.195910715,1.2,7.0,8.566666667,9.663333333,12.73666667,11.78,25.88333333,30.05666667,23.65,22.84666667,6.626666667,10.35,11.17333333,9.1,1.343333333,5.66,19.92,7.42,14.25,0.8,59.11,6.06,78.58,Pea,37.45555555555556,9.744444444444444,1544,89.98333889954706,-173.99099404250546
gray,6.1,128.0,8.0,0.253708879,0.6,14.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Pea,39.31111111111111,9.780555555555557,2698,89.77492207876419,-135.0
red,5.8,461.0,2.0,0.217,1.4,7.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Pea,37.80277777777778,9.308333333333332,1867,89.99658520035045,-99.26022153117148
brown,5.3,287.0,1.0,0.207024612,1.0,20.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Pea,37.45833333333333,9.95,1291,89.98821882272166,51.00900595749453
gray,5.37,128.0,3.0,0.1639,1.3,25.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Pea,39.575,8.144444444444442,2638,89.98888413674177,12.0947570770121
red,5.7,345.0,3.0,0.217347627,1.1,19.0,8.91,9.48,12.24666667,11.10666667,25.20666667,29.71333333,23.59,22.8,5.76,9.296666667,11.20666667,8.26,2.293333333,4.61,17.44666667,5.803333333,68.94,0.73,59.11,5.44,78.25,Pea,37.96944444444444,8.741666666666665,-32767,0.0,180.0
brown,5.51,103.0,2.1,0.16,1.06,11.5,8.383333333,9.543333333,13.49,12.63666667,29.17333333,33.1,26.3,25.15333333,8.533333333,13.18333333,13.02666667,11.33666667,0.413333333,4.41,16.62,5.43,0.06,0.7,48.62,6.21,81.38,Pea,39.875,8.825,963,89.96274465100767,159.44395478041653
red,6.34,499.0,5.16,0.18,1.93,12.3,7.73,9.563333333,13.85333333,12.8,30.82666667,33.61666667,27.11,26.51,11.39,15.65666667,14.20666667,13.64333333,0.38,2.85,14.68666667,3.316666667,354.88,0.65,53.49,8.15,82.67,Pea,37.33055555555556,8.774999999999999,-32767,0.0,180.0
brown,6.18,504.0,10.0,0.15,2.64,11.0,7.73,9.563333333,13.85333333,12.8,30.82666667,33.61666667,27.11,26.51,11.39,15.65666667,14.20666667,13.64333333,0.38,2.85,14.68666667,3.316666667,354.88,0.65,53.49,8.15,82.67,Pea,38.03055555555555,9.730555555555554,1725,89.99630271932018,30.7354877019201
black,6.48,467.0,9.41,0.11,2.0,13.1,7.73,9.563333333,13.85333333,12.8,30.82666667,33.61666667,27.11,26.51,11.39,15.65666667,14.20666667,13.64333333,0.38,2.85,14.68666667,3.316666667,354.88,0.65,53.49,8.15,82.67,Pea,38.2,8.905555555555555,2084,89.89934167934888,18.43494882292201
brown,5.8,235.76,10.36,0.250293402,2.16,3.73,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.394444444444446,8.183333333333332,-32767,0.0,180.0
black,6.62,241.0,1.0,0.156888135,1.5,7.7,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.727777777777774,8.249999999999998,1728,89.92042257962264,0.0
black,6.62,169.0,0.7,0.156888135,1.3,2.7,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.62777777777777,8.663888888888888,1988,89.99366539653053,42.58049078334367
brown,5.58,287.0,2.2,0.107446046,1.2,5.4,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.25,9.82222222222222,1538,89.96644719576582,18.43494882292201
black,6.62,166.0,0.05,0.075877274,1.3,0.05,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,38.605555555555554,9.658333333333331,2731,89.99220848418922,-68.45902408146156
black,6.06,326.0,0.7,0.083567161,1.4,3.2,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.71666666666666,9.863888888888887,3009,89.99081883294225,-56.768288932020646
black,6.06,114.0,1.9,0.083567161,1.0,2.2,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.29722222222222,8.258333333333333,-32767,0.0,180.0
black,5.4,280.0,2.0,0.2543,1.3,11.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.31111111111111,9.499999999999998,2373,89.99538438896073,150.46121774044192
brown,5.3,212.0,3.0,0.1993,1.2,13.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.63611111111111,9.874999999999998,1227,89.99276007282094,72.80145877993414
black,6.7,550.0,10.0,0.071,1.8,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.96111111111111,8.527777777777777,1877,89.99282838425613,112.5205656028969
black,7.1,295.0,2.0,0.083,1.1,4.0,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,39.90277777777778,9.81111111111111,1666,89.9969479224623,34.45193458185788
black,5.9,233.0,0.05,0.0785,0.8,5.5,8.506666667,9.34,12.16666667,10.92666667,25.34333333,28.87,23.33666667,22.28,6.053333333,9.353333333,10.93333333,8.29,1.736666667,5.203333333,17.81666667,5.823333333,36.06,0.77,59.11,5.41,77.29,Pea,37.67777777777778,8.477777777777776,-32767,0.0,180.0
black,6.2,407.0,2.0,0.0625,1.4,9.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.46111111111111,8.177777777777777,1888,89.97208237837916,52.1250163489018
black,6.7,372.0,2.0,0.0741,0.8,3.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,37.21388888888889,8.530555555555555,-32767,0.0,180.0
black,7.3,342.0,3.0,0.0664,1.0,7.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.15833333333333,9.8,2015,89.99805299576657,97.73359809902286
black,7.6,504.0,3.0,0.0855,1.4,6.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.55555555555555,8.64722222222222,2124,89.98234334492628,56.309932474020215
black,7.5,298.0,1.0,0.0507,0.7,3.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.28611111111111,8.258333333333333,3258,89.98863903313378,145.1755108430432
black,7.0,348.0,1.0,0.0713,0.9,3.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,37.602777777777774,8.791666666666666,-32767,0.0,180.0
black,6.7,359.0,1.0,0.0696,0.8,3.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.577777777777776,8.89722222222222,2108,89.98234334492628,-123.6900675259798
black,7.7,371.0,1.0,0.0489,1.0,3.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.04166666666666,9.891666666666666,1377,89.98177362955235,-113.6293777306568
black,7.1,193.0,3.0,0.0683,1.0,4.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,38.16666666666666,8.727777777777776,2176,89.9502883601024,38.65980825409009
black,6.0,411.0,2.0,0.0969,1.0,5.0,8.343333333,9.276666667,12.83666667,11.43333333,28.11333333,31.15666667,25.52666667,24.43,8.733333333,12.25333333,12.97666667,10.7,0.873333333,4.013333333,15.06,4.36,3.44,0.7,48.62,6.1,79.61,Pea,37.99722222222222,8.416666666666666,-32767,89.99999083763029,180.0
