N,P,K,ph,temperature,humidity,rainfall,QV2M-W,QV2M-Sp,QV2M-Su,QV2M-Au,T2M_MAX-W,T2M_MAX-Sp,T2M_MAX-Su,T2M_MAX-Au,T2M_MIN-W,T2M_MIN-Sp,T2M_MIN-Su,T2M_MIN-Au,PRECTOTCORR-W,PRECTOTCORR-Sp,PRECTOTCORR-Su,PRECTOTCORR-Au,elevation,slope,aspect,soil_Alluvial,soil_Black,soil_Clay,soil_Clay loam,soil_Laterite,soil_Loamy,soil_Sandy,soil_Sandy loam,label
38,72,21,5.902103172,28.23416057,49.4421345,186.5008581,0.3815,0.4617,0.6015,0.5413,22.2145,29.9055,36.2661,29.4278,17.9793,24.2587,29.2076,23.781,18.3817,36.1213,90.4892,37.1609,255.0,0.097824,167.290854,0,0,0,0,0,1,0,0,18
92,21,48,6.377427122,25.81692236,82.043255,54.82963379,0.6838,0.7463,0.9958,0.9146,20.4768,27.1387,33.0311,26.8994,16.6043,21.9753,26.5769,21.736,5.6161,11.0481,23.4089,10.2528,657.0,0.141136,239.566338,0,0,0,0,0,1,0,0,21
100,18,52,6.87606733,26.20234499,80.38266489,56.47941847,0.6334,0.7153,0.967,0.8857,20.5292,28.05,34.4473,26.6088,16.5988,22.8096,27.8968,21.3684,6.4289,13.8584,24.8409,12.8753,591.0,0.067338,147.329744,0,0,0,0,0,1,0,0,21
106,85,53,5.91505509,27.1994597,78.80860679999998,99.72430835,0.6375,0.7051,0.9463,0.86,21.4726,28.6447,35.8169,28.8906,17.3927,23.2048,29.0171,23.4507,8.6534,21.3552,52.9789,19.7731,326.0,0.517262,96.054164,0,0,0,0,0,1,0,0,1
2,67,18,5.921666758,34.51934775,47.52980027,129.0064612,0.3911,0.4202,0.5827,0.5163,27.0553,35.8195,45.1704,36.3396,21.8774,28.9156,36.5406,29.4357,12.6426,23.8438,62.893,25.2807,134.0,0.0,38.694281,0,0,0,0,0,1,0,0,18
57,64,55,6.583760498999999,26.68386496,92.9585411,62.50689682,0.7338,0.8356,1.1256,1.0285,21.1541,27.8252,34.1372,27.8998,17.1515,22.4884,27.4662,22.563,9.095,12.1788,29.3424,15.4232,57.0,0.035804,187.459934,0,0,0,0,0,0,0,1,17
82,29,35,6.246872394,26.67377159,52.24226285,156.15438980000005,0.4216,0.4713,0.631,0.5725,21.4656,27.3914,34.3149,27.8158,17.4645,22.0566,27.6464,22.481,16.8136,29.3734,80.3935,28.9546,381.0,1.550257,145.264273,0,0,0,0,0,1,0,0,5
52,73,79,7.840339388999999,17.25769499,18.74943955,94.00287214,0.1458,0.1556,0.2175,0.216,13.5421,18.4247,22.1496,17.8699,10.9535,14.9732,17.8352,14.4183,7.5088,20.3526,44.0679,19.8318,287.0,0.024527,9.840954,0,1,0,0,0,0,0,0,3
22,56,17,6.89077995,29.87888063,87.32761241,44.75215854,0.6839,0.7965,1.0661,0.9548,22.5709,31.0043,39.5756,31.6973,18.0891,25.0285,32.1059,25.7215,5.1478,10.884,22.2099,13.8552,554.0,0.194428,232.452641,1,0,0,0,0,0,0,0,14
106,46,20,6.2006719760000015,23.43821725,78.63388824,81.15072105,0.6285,0.7121,0.9355,0.8613,18.8496,24.686,30.5218,24.0491,15.3339,19.9983,24.6623,19.3615,8.7441,15.7207,37.7474,13.0241,346.0,0.0,357.482161,1,0,0,0,0,0,0,0,6
61,52,41,6.880431223,24.97669518,83.891805,204.8001847,0.6779,0.7567,1.0313,0.9166,19.6444,26.4167,32.9265,25.96,15.8979,21.4214,26.6823,20.9647,18.2346,41.9449,101.1246,39.8491,306.0,0.199349,98.896715,1,0,0,0,0,0,0,0,20
83,15,49,6.438008152999999,28.92705913,91.39356832,23.20076686,0.7501,0.8342,1.0986,1.0042,22.4025,30.0204,37.7926,29.8647,18.0635,24.235,30.5608,24.0793,2.2309,4.7506,10.2842,2.6182,227.0,0.003334,187.816512,0,0,0,0,0,0,0,1,15
62,59,41,7.175170657000001,24.2248758,74.89465426,192.4931257,0.5864,0.6498,0.8882,0.8137,19.0643,25.4256,31.9107,26.0316,15.4305,20.5807,25.8544,21.1866,16.2499,37.4623,98.2345,37.9025,359.0,0.769947,120.540065,0,0,0,0,0,1,0,0,8
11,10,45,6.397995609,22.63045168,88.45577158,109.0357597,0.7066,0.7733,1.063,0.9674,17.8572,23.107,29.9367,23.9807,14.4626,18.5809,24.2791,19.4546,12.9695,21.3803,56.9823,17.1563,535.0,0.645488,82.032955,0,0,0,0,0,1,0,0,19
72,42,43,6.352771037,26.56767277,80.90424543,181.2915605,0.6421,0.722,0.9731,0.8939,20.5841,28.7886,34.7691,27.7956,16.599,23.475,28.1272,22.4821,16.5048,36.3614,89.4163,34.5323,127.0,1.156877,34.61867,0,0,0,0,0,1,0,0,8
17,74,17,7.393210848,26.03026959,69.55863145,37.11395801,0.5596,0.6202,0.8208,0.7662,20.5596,27.3364,33.6654,27.2446,16.655,22.1303,27.1579,22.0386,3.5242,5.9205,16.7975,6.8802,109.0,0.019627,150.624528,0,0,0,1,0,0,0,0,10
102,46,19,6.631005298,22.77076388,82.5993307,81.49543437,0.6547,0.742,0.994,0.9074,18.0174,23.834,29.4207,23.5509,14.6018,19.2799,23.7281,18.9967,8.252,16.2515,37.9304,11.78,517.0,0.030006,186.908295,1,0,0,0,0,0,0,0,6
8,54,20,7.034214276,28.3340432,80.77275974,38.7976407,0.6421,0.721,0.9519,0.8865,21.6676,30.0326,36.6312,28.6134,17.4175,24.3658,29.5477,22.9466,3.9078,10.8699,21.6122,13.9949,290.0,0.193292,289.411539,0,0,0,0,0,0,0,1,14
19,35,24,6.883308033,27.11030369,83.64274107,49.11964582,0.66,0.7485,1.014,0.9168,21.7404,28.3419,35.0152,28.7357,17.6738,22.9198,28.2376,23.3136,4.8721,9.803,20.9715,7.4821,136.0,0.122559,285.229181,0,0,0,0,0,1,0,0,14
125,60,17,6.785723961,24.14386157,84.51591287,80.36146974,0.6638,0.758,1.0047,0.9219,19.3413,25.8383,32.3104,25.384,15.7197,21.0095,26.2744,20.5552,10.5276,22.0698,41.6731,13.9325,404.0,4.603103,275.466254,0,0,0,0,0,0,0,1,6
120,48,16,7.456971816,22.46054478,75.40989245,71.85436078,0.603,0.6817,0.925,0.8279,17.2193,24.515,28.673,23.5588,13.8502,20.0229,23.0579,19.0667,8.5046,16.3859,37.1386,12.1565,50.0,0.098085,126.648248,1,0,0,0,0,0,0,0,6
99,6,45,6.000975617000001,26.12588914,86.5507939,40.71210074,0.6783,0.7752,1.0218,0.9533,20.5024,27.2559,35.1553,28.4758,16.5835,22.0308,28.6238,23.2506,8.5342,8.4621,20.908,5.6718,438.0,0.534129,281.742218,0,0,0,0,0,1,0,0,21
34,133,202,5.804799142,15.31413469,80.09711412,74.82144653,0.6591,0.7309,0.9615,0.8852,12.2135,16.7906,20.0048,16.538,9.9164,13.7278,16.1763,13.4752,8.3128,13.1439,37.619,9.0919,607.0,0.142939,187.55243,0,1,0,0,0,0,0,0,7
116,28,34,6.42321105,23.44372334,60.39523266,122.2103248,0.4825,0.5363,0.7349,0.6728,18.0082,24.7679,31.0438,24.7813,14.4917,20.0791,25.1829,20.0926,14.3354,27.262,56.57,27.8426,0.0,0.0,212.374808,0,0,0,0,1,0,0,0,5
120,40,33,6.73410539,24.23850608,54.30329632,115.1564012,0.453,0.4921,0.6559,0.596,19.1622,27.0581,30.7354,25.2467,15.5264,22.2104,24.6757,20.399,12.5776,23.5024,57.9155,22.8951,551.0,1.231489,186.911554,0,0,0,0,1,0,0,0,5
47,63,16,6.661870999,27.44003279,67.10464369,72.50669768,0.5335,0.5939,0.8101,0.7342,21.9136,29.052,34.9344,29.1858,17.7976,23.564,28.0744,23.6978,7.9002,14.8378,37.574,15.1194,510.0,0.467311,193.416068,0,0,0,0,0,1,0,0,2
28,74,81,8.753795334,18.01272266,18.30968112,81.98568791,0.1333,0.1703,0.223,0.1991,13.5095,19.187,23.579,17.8037,10.8076,15.5844,19.0758,14.2012,9.1623,15.8872,41.1646,14.6943,424.0,0.072578,76.160998,0,0,0,0,0,0,0,1,3
91,56,37,6.363472207999999,23.43191632,80.56887849,269.5039162,0.6417,0.7151,0.9692,0.8961,18.2425,24.1442,30.737,24.1043,14.7278,19.4578,24.8791,19.418,24.2615,52.3652,137.853,53.4728,117.0,0.010673,324.731265,0,0,0,0,0,1,0,0,20
9,80,19,5.945465949,21.80619564,18.57086554,125.0972687,0.1479,0.18,0.2179,0.1742,16.9641,23.0283,27.4272,22.1137,13.6931,18.667,21.9756,17.7524,13.3013,20.1667,64.7432,26.1618,250.0,0.004418,169.959134,0,0,0,0,0,1,0,0,9
102,73,54,5.720726906,26.4020227,84.41007614,111.0162259,0.6911,0.7714,1.0142,0.9217,20.3448,27.652,34.4501,27.7375,16.3845,22.3716,27.8496,22.4571,6.1808,22.0167,54.8019,24.4206,728.0,1.611181,172.63942,1,0,0,0,0,0,0,0,1
39,60,21,6.97297656,34.89814946,63.59948557,64.72797143,0.5165,0.5732,0.7639,0.7044,27.7259,36.8084,45.9603,36.6837,22.4912,29.8288,37.2357,29.7041,6.7613,14.3168,31.8272,13.4805,565.0,0.599884,130.918835,0,0,0,1,0,0,0,0,2
48,61,21,6.628264883,30.28496619,61.69295127,65.62859526,0.4877,0.5727,0.7444,0.6775,24.6454,32.1183,39.8514,31.3621,20.1027,26.0613,32.2802,25.3051,3.6765,14.4529,35.644,12.2203,68.0,0.129077,159.318989,1,0,0,0,0,0,0,0,2
34,65,48,6.665024507999999,41.41968393,90.03863107,199.3096432,0.7259,0.8193,1.0777,0.9898,33.0772,43.5608,53.0182,43.8253,26.8642,35.2768,42.6633,35.5414,19.715,41.7206,99.2063,41.3003,411.0,0.194526,167.437549,0,0,0,0,0,1,0,0,17
9,76,25,5.70951224,28.88302142,50.12323801,179.2155874,0.3983,0.4582,0.5972,0.548,22.9162,29.7664,37.8397,30.8506,18.5838,23.9898,30.619,25.074,15.4884,35.882,88.9974,33.161,442.0,0.102318,8.195527,0,1,0,0,0,0,0,0,18
2,72,18,7.836719564,26.57597546,60.97876599,50.89110726,0.4718,0.5385,0.7317,0.6806,20.415,28.6471,35.0229,27.2125,16.4286,23.3319,28.3789,21.8973,6.3403,13.3571,24.6505,8.627,77.0,0.018119,279.415739,0,0,0,0,0,1,0,0,10
7,74,17,5.667419697000001,22.47253208,62.56532471,96.74706956,0.4818,0.5756,0.7516,0.6949,18.096,23.0466,29.8173,23.1658,14.7252,18.5521,24.1991,18.6713,10.9665,19.672,44.8688,19.6827,282.0,0.095016,316.623433,0,0,0,0,0,1,0,0,18
103,51,20,7.0466074339999984,22.80213132,84.14668447,91.6389565,0.6694,0.7566,1.0307,0.9352,17.5158,24.6206,29.8872,24.2176,14.0955,20.0602,24.1867,19.6572,11.447,16.4446,47.8174,21.4089,661.0,0.455849,346.295312,1,0,0,0,0,0,0,0,6
100,17,48,6.367800632000001,29.72791119,94.29753295,26.52364146,0.7741,0.8432,1.1198,1.0289,24.0383,30.7915,38.5028,31.3656,19.5792,24.8459,31.0708,25.42,3.0511,4.9385,17.4561,6.9379,363.0,0.074813,293.934136,0,0,0,0,0,0,1,0,15
72,45,35,5.758506323,25.42977518,82.94682591,195.3574542,0.657,0.742,1.003,0.9027,20.4463,25.7565,32.5846,26.914,16.6318,20.6705,26.2272,21.828,18.6434,34.2237,99.2503,38.9761,494.0,0.110701,199.166512,0,0,1,0,0,0,0,0,20
75,36,44,6.613341342999999,23.28081,74.27607475,153.7447398,0.5977,0.66,0.9,0.8174,18.6816,23.9104,30.5927,24.0819,15.1895,19.2543,24.7725,19.4257,13.2772,32.2528,78.878,30.723,117.0,0.037987,152.481552,1,0,0,0,0,0,0,0,8
34,29,8,6.450640306,31.87859192,91.15248149,105.3437825,0.7279,0.8216,1.0963,0.9903,25.2177,33.7704,40.9145,32.6851,20.4359,27.3947,32.9448,26.3094,12.6205,19.9594,53.7329,21.5734,402.0,0.138248,304.113004,1,0,0,0,0,0,0,0,16
2,21,44,6.56893406,18.92157197,87.31290342,102.8013275,0.6947,0.7902,1.0575,0.967,14.9172,20.1123,25.381,19.895,12.0789,16.3279,20.6506,16.1106,10.0472,20.4102,52.2274,21.1888,413.0,0.279491,86.905718,0,0,0,0,0,1,0,0,19
32,73,81,5.988992796000002,20.45078582,15.40312102,92.68373702,0.1307,0.1473,0.1852,0.1802,16.143,20.8545,26.46,21.3687,13.0754,16.7643,21.3473,17.2785,10.2329,20.3113,47.7085,23.2645,457.0,0.04277,265.08265,0,1,0,0,0,0,0,0,3
29,35,28,6.9674177660000005,28.347161100000005,53.53903102,90.40260445,0.4415,0.4981,0.6385,0.5967,21.9854,30.4729,37.2518,29.0422,17.7333,24.8035,30.165,23.3728,7.3214,14.1787,39.3777,22.1189,534.0,0.36152,230.728486,0,0,0,0,0,1,0,0,12
22,54,20,6.689825155,28.56149805,83.63802195,41.013132,0.6771,0.7463,1.0306,0.9287,22.9079,30.9454,37.0356,29.5641,18.6237,25.2331,29.8953,23.8518,1.253,7.6725,20.9907,9.7409,459.0,0.005911,121.803343,0,0,0,0,0,0,0,1,14
38,19,31,5.855119267999999,34.73823882,49.08864345,90.65022183,0.3961,0.4463,0.5834,0.5528,26.488,35.7176,46.9391,36.0378,21.2773,28.7699,38.2545,29.0901,9.3628,17.1337,44.4547,17.3845,168.0,0.127458,252.528116,0,0,0,0,0,0,0,1,12
67,47,44,7.868474653,26.73072391,81.78596776,280.4044392,0.6701,0.7422,0.9834,0.901,21.1751,28.2068,34.8609,27.554,17.1655,22.8606,28.1782,22.2079,27.8499,56.4541,142.3495,54.6806,539.0,0.680416,149.020346,0,0,1,0,0,0,0,0,20
32,76,15,7.604110177000001,28.05153602,63.49802189,43.35795377,0.5207,0.5801,0.7663,0.6998,20.9918,29.2643,35.4167,29.7037,16.7841,23.654,28.4038,24.0934,4.7162,11.7209,18.8257,9.943,326.0,0.085197,22.309979,0,0,0,0,0,0,0,1,10
40,79,17,6.403683619,21.12695586,63.18738532,38.71834464,0.5162,0.5532,0.775,0.7033,16.4086,22.3449,27.8256,21.8829,13.2396,18.1195,22.5439,17.6575,1.6523,8.1516,16.2292,8.4143,156.0,0.007402,315.508909,0,0,0,0,0,0,0,1,10
34,68,51,6.687088097999999,27.34734861,94.17756725,40.35153141,0.7402,0.8489,1.1442,1.0316,22.3321,28.1194,35.599,28.4602,18.23,22.6499,28.7622,22.9907,1.1954,2.4529,22.1406,9.2048,893.0,0.014258,306.315878,0,0,0,0,0,0,0,1,17
91,13,47,6.14410903,29.10968327,92.43510994,27.95602304,0.7475,0.843,1.1226,1.0162,23.29,30.8724,37.9497,30.8799,18.9236,25.0505,30.6723,25.058,2.2052,5.3817,12.6691,1.9081,412.0,0.03837,331.05566,0,0,0,0,0,0,1,0,15
38,120,197,6.323722572,17.5438296,82.94703302,73.77063744,0.6548,0.7574,0.9935,0.9285,13.5212,17.921,22.5868,18.863,10.8896,14.4122,18.2008,15.3542,8.4796,17.4001,36.9186,11.3831,372.0,0.02277,65.845802,0,0,0,0,0,0,0,1,7
28,65,23,7.405176138,28.38686534,61.88871127,74.24459122,0.4781,0.5518,0.745,0.6778,22.1401,29.5662,37.5871,30.094,17.8821,23.8889,30.4904,24.4166,6.9286,15.6827,39.1131,13.9232,687.0,0.023915,347.055358,0,0,0,1,0,0,0,0,2
103,16,49,6.915717008,24.06731461,81.64075303,51.75212401,0.6677,0.7242,0.9804,0.903,19.6705,24.6913,31.0465,25.1806,16.0604,19.8778,25.0297,20.3671,5.4625,6.1767,24.7568,9.7423,232.0,0.362605,5.217859,0,0,0,0,0,0,0,1,21
32,56,18,7.135251532000001,20.0467711,65.84395319,46.05333124,0.5347,0.6058,0.7911,0.7071,15.4279,21.1941,26.2179,21.1626,12.4209,17.1847,21.2062,17.1532,5.9141,8.1331,20.9674,11.3046,367.0,0.245866,260.623769,0,0,0,0,0,0,0,1,10
68,70,54,6.986228647000001,31.29986342,92.76039164,54.77830202,0.7499,0.8371,1.0955,1.0254,25.3832,32.5891,41.2492,33.3185,20.6883,26.3292,33.4243,27.0585,3.3796,7.6233,29.436,9.6039,327.0,0.080786,315.741891,0,0,0,0,0,1,0,0,17
38,135,203,5.9655513110000005,23.76121837,93.661643,100.825956,0.7495,0.8456,1.1182,1.0358,18.8472,24.9039,31.0175,25.6812,15.283,20.1517,25.0772,20.929,10.6449,19.2441,54.2475,22.8158,1137.0,0.460555,253.499362,0,0,0,0,0,0,0,1,0
26,54,17,6.27258822,28.5474135,88.9570454,49.4897245,0.7254,0.7906,1.0572,0.9776,22.3227,28.5032,37.5443,29.0217,18.0406,22.7937,30.4075,23.3122,6.5623,11.7867,23.4777,14.3193,495.0,0.027408,338.710915,0,0,0,0,0,0,0,1,14
23,45,23,6.983130466,28.77653519,86.69133979,56.12443206,0.6842,0.7812,1.0527,0.9699,21.9793,30.3307,37.8155,29.4863,17.6628,24.5754,30.6214,23.7309,7.2318,11.8376,28.3091,11.9656,80.0,0.049973,208.355176,0,0,0,0,0,0,0,1,14
29,63,17,7.26154329,30.02629908,67.88811637,66.47264636,0.553,0.607,0.8045,0.7488,24.5697,31.8912,38.214,31.4028,20.0658,25.8859,30.7074,25.3975,6.4052,14.9528,35.1948,10.601,0.0,0.0,169.871254,0,0,0,1,0,0,0,0,2
111,28,26,6.937352845,27.77363343,64.47858698,192.7121236,0.525,0.5873,0.7996,0.7361,22.2453,29.9115,37.0034,28.7604,18.0792,24.3567,30.06,23.2057,18.4924,38.7946,94.0182,39.3958,846.0,0.286951,344.340292,0,0,0,1,0,0,0,0,5
40,144,196,5.987262638,22.71750705,92.25479855,107.0289866,0.7329,0.8326,1.1153,1.0049,17.9513,23.5061,29.3986,23.8336,14.5437,18.9626,23.7192,19.2901,13.4401,24.1097,54.5556,19.9569,5224.0,0.130638,213.376989,0,0,0,0,0,0,0,1,0
84,44,21,5.850439831,21.869274,61.91044947,107.2681929,0.5031,0.5516,0.7349,0.6687,17.068,23.6606,27.8617,23.7705,13.7876,19.2867,22.3944,19.3967,13.3474,21.0352,55.5638,20.2687,432.0,0.275749,19.738435,0,0,0,0,0,0,0,1,11
30,65,82,7.103798069,20.71424384,15.27824066,76.77888672,0.1117,0.1365,0.1993,0.1676,15.3966,22.6788,28.2354,21.3438,12.2895,18.536,23.0568,17.2009,10.6728,12.8777,39.7473,15.0351,598.0,0.291063,64.628447,0,0,0,0,0,0,0,1,3
18,55,23,6.98571967,21.9989826,56.31006755,136.82743119999998,0.4532,0.5008,0.6761,0.617,17.3411,23.6974,28.8192,23.78,14.0412,19.2976,23.3194,19.3802,11.4531,24.0165,68.7349,27.1262,485.0,0.417609,166.482919,0,1,0,0,0,0,0,0,18
31,26,9,7.566165721,11.69894639,93.25638873,103.2005992,0.747,0.8311,1.1311,1.0407,9.4862,11.4975,15.0139,12.6121,7.7313,9.1577,12.0891,10.2723,10.1518,21.8452,56.2931,22.0816,258.0,0.001548,54.584813,1,0,0,0,0,0,0,0,16
30,75,81,6.4084378860000015,19.41789736,16.80472243,68.4951189,0.1335,0.157,0.2046,0.1863,15.5527,20.8333,24.8418,20.0817,12.64,16.9497,19.9874,16.1982,11.3944,11.1464,34.5386,16.8763,373.0,0.034472,27.680763,0,1,0,0,0,0,0,0,3
63,43,17,6.807487794,19.28889933,65.47050802,71.3195307,0.5372,0.5876,0.7781,0.7309,15.3496,20.3109,25.4233,19.8553,12.4563,16.4531,20.6011,15.9976,3.3816,15.6066,35.0217,14.3065,247.0,0.063427,105.70869,1,0,0,0,0,0,0,0,11
17,57,21,5.789214288999999,19.88394011,20.31564139,60.91974792,0.1707,0.1836,0.243,0.2253,15.0871,20.9146,26.6935,20.6814,12.1045,16.9378,21.7225,16.7046,5.9626,11.8835,28.2208,14.6424,677.0,1.492029,167.99651,0,0,0,1,0,0,0,0,9
22,36,16,8.18422855,30.58139475,50.77148138,64.58559639,0.3999,0.4348,0.6175,0.5667,24.9081,32.1272,39.5896,32.2725,20.3209,26.0109,31.9443,26.1562,6.3945,10.5808,34.0371,12.5888,252.0,0.278433,154.345268,0,0,0,0,0,1,0,0,13
106,10,49,6.350623739,27.72653142,92.00687531,20.21126747,0.7548,0.8292,1.1049,1.0203,23.167,28.8088,35.7694,28.2132,19.008,23.2635,28.8378,22.6679,2.2719,4.5299,12.7504,6.7918,651.0,0.218874,8.696804,0,0,0,0,0,0,0,1,15
22,23,44,6.1438746910000015,20.13037175,89.31505137,107.3416913,0.7112,0.8186,1.0556,0.9759,16.4882,21.3635,26.0723,21.1735,13.4686,17.3374,21.0397,17.1474,10.1383,22.2856,51.4406,21.8583,449.0,0.06787,106.393915,0,0,0,0,0,1,0,0,19
39,28,10,7.181907673,31.34920143,91.48247612,109.1549823,0.722,0.8371,1.0974,1.0069,24.8571,31.9984,41.417,32.5205,20.1547,25.7286,33.5797,26.2507,9.7674,19.2312,57.1567,18.4341,151.0,0.037308,271.149759,0,0,0,0,0,0,0,1,16
10,75,17,7.732194787999999,18.43966037,68.05394959,39.00992137,0.5303,0.6012,0.8378,0.7297,14.4737,19.8447,23.422,19.4345,11.7077,16.1568,18.8121,15.7465,4.232,10.347,18.6824,7.6777,443.0,0.22264,143.125044,0,0,0,0,0,0,0,1,10
69,47,40,6.130136384,25.37122686,76.2403666,183.8270791,0.6131,0.6811,0.9178,0.8289,20.1603,25.8576,33.0774,26.8551,16.3547,20.7834,26.7346,21.7808,17.1345,37.3307,91.4488,37.1512,259.0,0.216492,114.063698,0,0,0,0,0,1,0,0,8
14,131,198,5.562790949,33.4641162,83.86742974,67.92204319,0.67,0.749,1.0041,0.9328,26.2696,35.1294,43.7598,35.0724,21.25,28.4366,35.3938,28.3796,5.0614,12.8399,35.8054,16.6601,531.0,0.008347,260.533292,0,1,0,0,0,0,0,0,7
36,25,33,5.548584852,27.98392787,53.33018851,99.61465679,0.4275,0.4714,0.6394,0.5936,21.4751,29.4587,37.1041,29.4848,17.2775,23.8619,30.1082,23.888,8.2626,19.9779,49.0256,17.7086,241.0,0.168406,256.155636,0,0,0,0,0,1,0,0,12
19,24,15,7.137136973,20.48954522,93.72485075,111.83919509999998,0.7465,0.8347,1.1313,1.0381,16.7875,21.3217,26.3603,20.9975,13.714,17.2238,21.2379,16.8996,13.3543,20.3564,54.4341,23.0238,273.0,0.307249,216.259666,0,0,0,0,0,1,0,0,16
29,11,5,7.639788459,23.13338811,91.94670335,104.4224145,0.7425,0.8363,1.0942,1.0312,19.1719,24.2653,30.5038,24.4354,15.7019,19.6386,24.7204,19.8087,11.6999,20.2393,54.2901,25.6691,333.0,0.081408,191.968688,0,0,0,0,0,1,0,0,16
108,26,52,6.201797639,28.82629037,94.26765349,26.23838511,0.7839,0.8346,1.1266,1.0319,22.8948,29.8451,37.9573,30.3388,18.5709,24.0798,30.7507,24.5735,0.3604,4.7825,12.0397,5.868,465.0,0.033031,159.593484,0,0,0,0,0,0,1,0,15
20,68,23,7.707332484,25.54960633,63.95425534,63.1830529,0.5062,0.564,0.7645,0.7061,19.6511,27.3525,34.0104,26.7573,15.8186,22.2426,27.623,21.6474,5.7538,11.9218,32.5124,12.1797,369.0,0.02277,245.863896,1,0,0,0,0,0,0,0,2
46,76,77,6.967843048,18.2356751,19.68538502,83.74879344,0.1552,0.1719,0.243,0.2082,14.0016,19.2445,23.3832,18.9936,11.2663,15.5974,18.8243,15.3464,10.7343,17.7175,42.6916,14.9764,327.0,0.002666,25.810209,0,0,0,0,0,0,0,1,3
19,39,17,6.890156495,29.2808618,81.8009244,44.47427436,0.6409,0.77,0.971,0.901,22.7061,30.545,38.2265,30.2323,18.314,24.6888,30.9062,24.3761,4.4874,10.2479,18.4766,11.7495,0.0,0.0,54.118208,1,0,0,0,0,0,0,0,14
79,43,39,7.062779015,21.66628296,80.70960551,210.8142087,0.6534,0.7298,0.9912,0.8832,17.18,23.3215,28.7534,22.8737,13.9301,18.9882,23.3368,18.5405,18.1242,41.3323,105.7708,40.4632,115.0,0.162253,11.488952,0,0,1,0,0,0,0,0,20
27,74,20,5.8598134160000015,24.69487673,59.96669215,91.95792434,0.4849,0.5408,0.7188,0.6785,19.4619,25.2272,32.7252,25.1179,15.7577,20.2882,26.5515,20.179,7.2331,17.7539,46.3891,18.0631,425.0,0.2278,25.173035,0,0,0,0,0,0,0,1,18
113,20,48,6.440584681,27.46583649,94.87679041,27.27899847,0.7571,0.8509,1.1394,1.0254,21.9437,28.7089,35.9827,28.8475,17.8238,23.2157,29.1162,23.3543,5.4632,6.7768,8.5986,3.0139,41.0,0.051001,41.953903,0,0,0,0,0,1,0,0,15
40,45,20,6.878498176,29.37687468,57.69622912,38.34303462,0.4572,0.5077,0.6806,0.6289,23.0479,30.4704,38.7501,29.9605,18.6413,24.595,31.4059,24.0851,4.7189,7.8868,21.0277,7.1526,424.0,0.050768,291.881326,0,0,0,0,0,0,0,1,13
19,122,202,5.811975094,23.34467359,90.37981478,112.8954016,0.7244,0.812,1.0884,0.9927,17.7942,23.5564,30.6567,24.212,14.2925,18.8875,24.8205,19.5431,15.7062,23.5316,55.0116,20.3193,4641.0,0.863115,29.418628,0,0,0,0,0,1,0,0,0
39,57,19,6.421748487,29.32379604,45.93248374,165.4113371,0.3649,0.4163,0.5694,0.4822,24.6416,30.4653,38.2822,30.8584,20.2431,24.6005,30.9513,24.9936,17.5614,32.6058,85.06,32.3602,226.0,0.140479,222.755192,0,0,0,0,0,0,0,1,18
98,43,35,7.319952206,25.40785911,76.44048625,188.6372826,0.6064,0.684,0.9083,0.8503,20.1307,26.1845,33.8329,26.7054,16.3195,21.1029,27.4809,21.6238,17.6932,36.0161,94.5632,39.9062,34.0,0.013912,29.674734,0,0,0,0,0,1,0,0,8
63,41,45,7.121933578999999,25.29781791,86.88705350000002,196.6249511,0.7121,0.793,1.0374,0.9566,19.4536,26.2012,32.3174,25.4829,15.659,21.1417,25.993,20.4234,19.9987,40.3143,98.8707,39.6409,14.0,0.010861,314.825931,1,0,0,0,0,0,0,0,8
116,36,25,6.172090205,27.57847581,58.52534263,156.6810374,0.4603,0.52,0.7032,0.6552,22.3054,29.0144,36.636,28.521,18.1686,23.4987,29.7414,23.0053,16.7571,31.8163,78.5351,33.4253,809.0,0.79695,309.323551,0,0,0,0,1,0,0,0,5
38,61,52,6.620729882000001,31.22790131,94.94021378,46.44279118,0.7629,0.8534,1.1232,1.0279,24.1032,32.6804,40.5027,33.0986,19.419,26.4349,32.6957,26.853,3.5861,7.9236,22.9284,9.2405,185.0,0.239008,87.220034,1,0,0,0,0,0,0,0,17
48,62,15,7.538631462000001,25.36586097,66.6379724,65.81655892,0.5293,0.6039,0.7983,0.7173,19.9064,27.0875,33.0671,25.6939,16.1016,22.0144,26.7256,20.6208,12.8972,12.6969,33.4939,11.8895,292.0,0.086189,11.837942,1,0,0,0,0,0,0,0,2
34,59,18,5.744117663,23.38002569,21.98879437,87.66898664,0.1779,0.213,0.2596,0.2539,18.0222,24.6419,30.9406,24.4448,14.5152,19.9659,25.0956,19.7688,7.8516,18.745,40.8664,14.4795,5670.0,0.37407,106.491597,0,0,0,0,0,1,0,0,9
91,94,46,6.149934034,29.36792366,76.24900101,92.82840911,0.5912,0.6864,0.9146,0.8326,23.7146,30.8155,38.8506,30.6325,19.3095,24.9419,31.5086,24.7589,8.6273,18.9267,45.6781,20.1408,592.0,1.785907,221.152846,0,0,0,1,0,0,0,0,1
19,51,25,3.5253661,26.80474415,48.23991436,43.87801983,0.3804,0.4339,0.5885,0.5243,20.4817,29.1905,35.4753,28.6818,16.4609,23.8296,28.7741,23.3208,1.5831,8.6597,23.8308,8.1799,390.0,0.012077,135.010045,0,0,0,0,0,1,0,0,13
